path,start_frag,start_off,end_frag,end_off,lfh_size,compressed_size,uncompressed_size,compression,archive,sampling,coil_type,modality,dataset_set,subject,matfile,hardware_coils,field_strength,fov_x,fov_y,nx,ny,nz,nt,tr_ms,te_ms,flip_angle
MultiCoil/Cine/TrainingSet/FullSample/P169/cine_lvot.mat,49,187707481,49,250292533,163,62584890,62656168,8,training,full,multi,Cine,TrainingSet,P169,cine_lvot.mat,30,2.89362,340,304.038461538,208,168,1,22,39.24,1.43,46
MultiCoil/Cine/TrainingSet/FullSample/P170/cine_lax.mat,49,250292684,49,496326167,162,246033322,246279352,8,training,full,multi,Cine,TrainingSet,P170,cine_lax.mat,30,2.89362,340,300.535714286,224,204,3,25,43.8,1.57,48
MultiCoil/Cine/TrainingSet/FullSample/P170/cine_sax.mat,49,496326168,49,1735788285,162,1239461956,1240566710,8,training,full,multi,Cine,TrainingSet,P170,cine_sax.mat,30,2.89362,344,344,256,246,11,25,47.88,1.5,44
MultiCoil/Cine/TrainingSet/FullSample/P170/cine_lvot.mat,49,1735788286,49,1798341891,163,62553443,62624885,8,training,full,multi,Cine,TrainingSet,P170,cine_lvot.mat,30,2.89362,340,304.038461538,208,168,1,25,39.24,1.43,46
MultiCoil/Cine/TrainingSet/FullSample/P171/cine_lax.mat,49,1798342042,49,2044346553,162,246004350,246249761,8,training,full,multi,Cine,TrainingSet,P171,cine_lax.mat,30,2.89362,340,300.535714286,224,204,3,19,43.8,1.57,48
MultiCoil/Cine/TrainingSet/FullSample/P171/cine_sax.mat,49,2044346554,49,3284229714,162,1239882999,1240986993,8,training,full,multi,Cine,TrainingSet,P171,cine_sax.mat,30,2.89362,344,344,256,246,11,18,47.88,1.5,44
MultiCoil/Cine/TrainingSet/FullSample/P171/cine_lvot.mat,49,3284229715,49,3346805131,163,62575254,62646619,8,training,full,multi,Cine,TrainingSet,P171,cine_lvot.mat,30,2.89362,340,304.038461538,208,168,1,21,39.24,1.43,46
MultiCoil/Cine/TrainingSet/FullSample/P172/cine_lax.mat,49,3346805282,49,3592726642,162,245921199,246168265,8,training,full,multi,Cine,TrainingSet,P172,cine_lax.mat,30,2.89362,340,300.535714286,224,204,3,26,43.8,1.57,47
MultiCoil/Cine/TrainingSet/FullSample/P172/cine_sax.mat,49,3592726643,50,537535150,162,1239775642,1240879168,8,training,full,multi,Cine,TrainingSet,P172,cine_sax.mat,30,2.89362,344,344,256,246,11,24,47.88,1.5,43
MultiCoil/Cine/TrainingSet/FullSample/P172/cine_lvot.mat,50,537535151,50,600135596,163,62600283,62671704,8,training,full,multi,Cine,TrainingSet,P172,cine_lvot.mat,30,2.89362,340,304.038461538,208,168,1,29,39.24,1.43,46
MultiCoil/Cine/TrainingSet/FullSample/P173/cine_lax.mat,50,600135747,50,846011634,162,245875726,246122977,8,training,full,multi,Cine,TrainingSet,P173,cine_lax.mat,30,2.89362,340,300.535714286,224,204,3,19,43.8,1.57,48
MultiCoil/Cine/TrainingSet/FullSample/P173/cine_sax.mat,50,846011635,50,2085465737,162,1239453941,1240558465,8,training,full,multi,Cine,TrainingSet,P173,cine_sax.mat,30,2.89362,344,344,256,246,11,20,47.88,1.5,44
MultiCoil/Cine/TrainingSet/FullSample/P173/cine_lvot.mat,50,2085465738,50,2148060004,163,62594104,62665427,8,training,full,multi,Cine,TrainingSet,P173,cine_lvot.mat,30,2.89362,340,304.038461538,208,168,1,22,39.24,1.43,46
MultiCoil/Cine/TrainingSet/FullSample/P174/cine_lax.mat,50,2148060155,50,2393887834,162,245827518,246073927,8,training,full,multi,Cine,TrainingSet,P174,cine_lax.mat,30,2.89362,340,300.535714286,224,204,3,18,43.8,1.57,48
MultiCoil/Cine/TrainingSet/FullSample/P174/cine_sax.mat,50,2393887835,50,3634347676,162,1240459680,1241561960,8,training,full,multi,Cine,TrainingSet,P174,cine_sax.mat,30,2.89362,344,344,256,246,11,17,47.88,1.5,44
MultiCoil/Cine/TrainingSet/FullSample/P174/cine_lvot.mat,50,3634347677,50,3696950809,163,62602970,62674265,8,training,full,multi,Cine,TrainingSet,P174,cine_lvot.mat,30,2.89362,340,304.038461538,208,168,1,20,39.24,1.43,46
MultiCoil/Cine/TrainingSet/FullSample/P175/cine_lax.mat,50,3696950960,50,3942854285,162,245903164,246149505,8,training,full,multi,Cine,TrainingSet,P175,cine_lax.mat,30,2.89362,340,300.535714286,224,204,3,18,43.8,1.57,48
MultiCoil/Cine/TrainingSet/FullSample/P175/cine_sax.mat,50,3942854286,51,888125951,162,1240238800,1241342899,8,training,full,multi,Cine,TrainingSet,P175,cine_sax.mat,30,2.89362,344,344,256,246,11,16,47.88,1.5,44
MultiCoil/Cine/TrainingSet/FullSample/P175/cine_lvot.mat,51,888125952,51,950731427,163,62605313,62676642,8,training,full,multi,Cine,TrainingSet,P175,cine_lvot.mat,30,2.89362,340,304.038461538,208,168,1,19,39.24,1.43,46
MultiCoil/Cine/TrainingSet/FullSample/P176/cine_lax.mat,51,950731578,51,1196863202,162,246131463,246376720,8,training,full,multi,Cine,TrainingSet,P176,cine_lax.mat,30,2.89362,340,300.535714286,224,204,3,25,43.8,1.57,48
MultiCoil/Cine/TrainingSet/FullSample/P176/cine_sax.mat,51,1196863203,51,2436491060,162,1239627696,1240730410,8,training,full,multi,Cine,TrainingSet,P176,cine_sax.mat,30,2.89362,344,344,256,246,11,23,47.88,1.5,44
MultiCoil/Cine/TrainingSet/FullSample/P176/cine_lvot.mat,51,2436491061,51,2499134270,163,62643047,62714361,8,training,full,multi,Cine,TrainingSet,P176,cine_lvot.mat,30,2.89362,340,304.038461538,208,168,1,28,39.24,1.43,46
MultiCoil/Cine/TrainingSet/FullSample/P177/cine_lax.mat,51,2499134421,51,2745364603,162,246230021,246476326,8,training,full,multi,Cine,TrainingSet,P177,cine_lax.mat,30,2.89362,340,300.535714286,224,204,3,21,43.8,1.57,48
MultiCoil/Cine/TrainingSet/FullSample/P177/cine_sax.mat,51,2745364604,51,3985365650,162,1240000885,1241104107,8,training,full,multi,Cine,TrainingSet,P177,cine_sax.mat,30,2.89362,344,344,256,246,11,20,47.88,1.5,44
MultiCoil/Cine/TrainingSet/FullSample/P177/cine_lvot.mat,51,3985365651,51,4048108257,163,62742444,62813766,8,training,full,multi,Cine,TrainingSet,P177,cine_lvot.mat,30,2.89362,340,304.038461538,208,168,1,23,39.24,1.43,46
MultiCoil/Cine/TrainingSet/FullSample/P178/cine_lax.mat,51,4048108408,51,4294079621,162,245971052,246216917,8,training,full,multi,Cine,TrainingSet,P178,cine_lax.mat,30,2.89362,340,300.535714286,224,204,3,21,43.8,1.57,48
MultiCoil/Cine/TrainingSet/FullSample/P178/cine_sax.mat,51,4294079622,52,1238675611,162,1239563124,1240667416,8,training,full,multi,Cine,TrainingSet,P178,cine_sax.mat,30,2.89362,344,344,256,246,11,21,47.88,1.5,44
MultiCoil/Cine/TrainingSet/FullSample/P178/cine_lvot.mat,52,1238675612,52,1301296628,163,62620854,62692194,8,training,full,multi,Cine,TrainingSet,P178,cine_lvot.mat,30,2.89362,340,304.038461538,208,168,1,29,39.24,1.43,46
MultiCoil/Cine/TrainingSet/FullSample/P179/cine_lax.mat,52,1301296779,52,1547419619,162,246122679,246368190,8,training,full,multi,Cine,TrainingSet,P179,cine_lax.mat,30,2.89362,340,300.535714286,224,204,3,29,43.8,1.57,48
MultiCoil/Cine/TrainingSet/FullSample/P179/cine_sax.mat,52,1547419620,52,2787179552,162,1239759771,1240862947,8,training,full,multi,Cine,TrainingSet,P179,cine_sax.mat,30,2.89362,344,344,256,246,11,27,47.88,1.5,44
MultiCoil/Cine/TrainingSet/FullSample/P179/cine_lvot.mat,52,2787179553,52,2849788916,163,62609201,62680585,8,training,full,multi,Cine,TrainingSet,P179,cine_lvot.mat,30,2.89362,340,304.038461538,208,168,1,31,39.24,1.43,46
MultiCoil/Cine/TrainingSet/FullSample/P180/cine_lax.mat,52,2849789067,52,3095944692,162,246155464,246402009,8,training,full,multi,Cine,TrainingSet,P180,cine_lax.mat,30,2.89362,340,300.535714286,224,204,3,18,43.8,1.57,48
MultiCoil/Cine/TrainingSet/FullSample/P180/cine_sax.mat,52,3095944693,52,4111219727,162,1015274873,1016268746,8,training,full,multi,Cine,TrainingSet,P180,cine_sax.mat,30,2.89362,344,344,256,246,9,17,47.88,1.5,44
MultiCoil/Cine/TrainingSet/FullSample/P180/cine_lvot.mat,52,4111219728,52,4173926795,163,62706905,62778304,8,training,full,multi,Cine,TrainingSet,P180,cine_lvot.mat,30,2.89362,340,304.038461538,208,168,1,20,39.24,1.43,46
MultiCoil/Cine/TrainingSet/FullSample/P181/cine_lax.mat,52,4173926946,53,125105070,162,246145259,246390786,8,training,full,multi,Cine,TrainingSet,P181,cine_lax.mat,30,2.89362,340,300.535714286,224,204,3,21,43.8,1.57,48
MultiCoil/Cine/TrainingSet/FullSample/P181/cine_sax.mat,53,125105071,53,1365362582,162,1240257350,1241360016,8,training,full,multi,Cine,TrainingSet,P181,cine_sax.mat,30,2.89362,344,344,256,246,11,21,47.88,1.5,44
MultiCoil/Cine/TrainingSet/FullSample/P181/cine_lvot.mat,53,1365362583,53,1428032808,163,62670063,62741322,8,training,full,multi,Cine,TrainingSet,P181,cine_lvot.mat,30,2.89362,340,304.038461538,208,168,1,30,39.24,1.43,46
MultiCoil/Cine/TrainingSet/FullSample/P182/cine_lax.mat,53,1428032959,53,1674130265,162,246097145,246342970,8,training,full,multi,Cine,TrainingSet,P182,cine_lax.mat,30,2.89362,340,300.535714286,224,204,3,22,43.8,1.57,48
MultiCoil/Cine/TrainingSet/FullSample/P182/cine_sax.mat,53,1674130266,53,2689434799,162,1015304372,1016295529,8,training,full,multi,Cine,TrainingSet,P182,cine_sax.mat,30,2.89362,344,344,256,246,9,20,47.88,1.5,44
MultiCoil/Cine/TrainingSet/FullSample/P182/cine_lvot.mat,53,2689434800,53,2752005172,163,62570210,62642019,8,training,full,multi,Cine,TrainingSet,P182,cine_lvot.mat,30,2.89362,340,304.038461538,208,168,1,26,39.24,1.43,46
MultiCoil/Cine/TrainingSet/FullSample/P183/cine_lax.mat,53,2752005323,53,2997772773,162,245767289,246012726,8,training,full,multi,Cine,TrainingSet,P183,cine_lax.mat,30,2.89362,340,300.535714286,224,204,3,25,43.8,1.57,44
MultiCoil/Cine/TrainingSet/FullSample/P183/cine_sax.mat,53,2997772774,53,4237385425,162,1239612490,1240718081,8,training,full,multi,Cine,TrainingSet,P183,cine_sax.mat,30,2.89362,344,344,256,246,11,24,47.88,1.5,41
MultiCoil/Cine/TrainingSet/FullSample/P183/cine_lvot.mat,53,4237385426,54,5037803,163,62619511,62690957,8,training,full,multi,Cine,TrainingSet,P183,cine_lvot.mat,30,2.89362,340,304.038461538,208,168,1,29,39.24,1.43,46
MultiCoil/Cine/TrainingSet/FullSample/P184/cine_lax.mat,54,5037954,54,251100759,162,246062644,246308984,8,training,full,multi,Cine,TrainingSet,P184,cine_lax.mat,30,2.89362,340,300.535714286,224,204,3,23,43.8,1.57,48
MultiCoil/Cine/TrainingSet/FullSample/P184/cine_sax.mat,54,251100760,54,1490957417,162,1239856496,1240961665,8,training,full,multi,Cine,TrainingSet,P184,cine_sax.mat,30,2.89362,344,344,256,246,11,20,47.88,1.5,44
MultiCoil/Cine/TrainingSet/FullSample/P184/cine_lvot.mat,54,1490957418,54,1553586761,163,62629181,62700461,8,training,full,multi,Cine,TrainingSet,P184,cine_lvot.mat,30,2.89362,340,304.038461538,208,168,1,24,39.24,1.43,46
MultiCoil/Cine/TrainingSet/FullSample/P185/cine_lax.mat,54,1553586912,54,1799475294,162,245888221,246134127,8,training,full,multi,Cine,TrainingSet,P185,cine_lax.mat,30,2.89362,340,300.535714286,224,204,3,29,43.8,1.57,48
MultiCoil/Cine/TrainingSet/FullSample/P185/cine_sax.mat,54,1799475295,54,2926856023,162,1127380567,1128503261,8,training,full,multi,Cine,TrainingSet,P185,cine_sax.mat,30,2.89362,344,344,256,246,10,26,47.88,1.5,44
MultiCoil/Cine/TrainingSet/FullSample/P185/cine_lvot.mat,54,2926856024,54,2989471032,163,62614846,62686143,8,training,full,multi,Cine,TrainingSet,P185,cine_lvot.mat,30,2.89362,340,304.038461538,208,168,1,35,39.24,1.43,46
MultiCoil/Cine/TrainingSet/FullSample/P186/cine_lax.mat,54,2989471183,54,3236138198,162,246666854,246913121,8,training,full,multi,Cine,TrainingSet,P186,cine_lax.mat,30,2.89362,340,300.535714286,224,204,3,19,43.8,1.57,48
MultiCoil/Cine/TrainingSet/FullSample/P186/cine_sax.mat,54,3236138199,55,68567787,162,1127396723,1128518424,8,training,full,multi,Cine,TrainingSet,P186,cine_sax.mat,30,2.89362,344,344,256,246,10,19,47.88,1.5,44
MultiCoil/Cine/TrainingSet/FullSample/P186/cine_lvot.mat,55,68567788,55,131161362,163,62593412,62664758,8,training,full,multi,Cine,TrainingSet,P186,cine_lvot.mat,30,2.89362,340,304.038461538,208,168,1,22,39.24,1.43,46
MultiCoil/Cine/TrainingSet/FullSample/P187/cine_lax.mat,55,131161513,55,377260906,162,246099232,246345718,8,training,full,multi,Cine,TrainingSet,P187,cine_lax.mat,30,2.89362,340,300.535714286,224,204,3,23,43.8,1.57,48
MultiCoil/Cine/TrainingSet/FullSample/P187/cine_sax.mat,55,377260907,55,1616996781,162,1239735713,1240840071,8,training,full,multi,Cine,TrainingSet,P187,cine_sax.mat,30,2.89362,344,344,256,246,11,23,47.88,1.5,44
MultiCoil/Cine/TrainingSet/FullSample/P187/cine_lvot.mat,55,1616996782,55,1679632452,163,62635508,62706912,8,training,full,multi,Cine,TrainingSet,P187,cine_lvot.mat,30,2.89362,340,304.038461538,208,168,1,28,39.24,1.43,46
MultiCoil/Cine/TrainingSet/FullSample/P188/cine_lax.mat,55,1679632603,55,1925541615,162,245908851,246155014,8,training,full,multi,Cine,TrainingSet,P188,cine_lax.mat,30,2.89362,340,300.535714286,224,204,3,24,43.8,1.57,48
MultiCoil/Cine/TrainingSet/FullSample/P188/cine_sax.mat,55,1925541616,55,3165113966,162,1239572189,1240674394,8,training,full,multi,Cine,TrainingSet,P188,cine_sax.mat,30,2.89362,344,344,256,246,11,22,47.88,1.5,44
MultiCoil/Cine/TrainingSet/FullSample/P188/cine_lvot.mat,55,3165113967,55,3227696392,163,62582263,62653598,8,training,full,multi,Cine,TrainingSet,P188,cine_lvot.mat,30,2.89362,340,304.038461538,208,168,1,26,39.24,1.43,46
MultiCoil/Cine/TrainingSet/FullSample/P189/cine_lax.mat,55,3227696543,55,3473480770,162,245784066,246030400,8,training,full,multi,Cine,TrainingSet,P189,cine_lax.mat,30,2.89362,340,300.535714286,224,204,3,26,43.8,1.57,44
MultiCoil/Cine/TrainingSet/FullSample/P189/cine_lvot.mat,55,3473480771,55,3536122709,163,62641776,62713040,8,training,full,multi,Cine,TrainingSet,P189,cine_lvot.mat,30,2.89362,340,304.038461538,208,168,1,26,39.24,1.43,46
MultiCoil/Cine/TrainingSet/FullSample/P190/cine_lax.mat,55,3536122860,55,3782302012,162,246178991,246425093,8,training,full,multi,Cine,TrainingSet,P190,cine_lax.mat,30,2.89362,340,300.535714286,224,204,3,21,43.8,1.57,48
MultiCoil/Cine/TrainingSet/FullSample/P190/cine_sax.mat,55,3782302013,56,616145827,162,1128810949,1129932198,8,training,full,multi,Cine,TrainingSet,P190,cine_sax.mat,30,2.89362,344,344,256,246,10,21,47.88,1.5,44
MultiCoil/Cine/TrainingSet/FullSample/P190/cine_lvot.mat,56,616145828,56,678767558,163,62621568,62692833,8,training,full,multi,Cine,TrainingSet,P190,cine_lvot.mat,30,2.89362,340,304.038461538,208,168,1,24,39.24,1.43,46
MultiCoil/Cine/TrainingSet/FullSample/P191/cine_lax.mat,56,678767709,56,924597668,162,245829798,246075849,8,training,full,multi,Cine,TrainingSet,P191,cine_lax.mat,30,2.89362,340,300.535714286,224,204,3,30,43.8,1.57,44
MultiCoil/Cine/TrainingSet/FullSample/P191/cine_sax.mat,56,924597669,56,2051798053,162,1127200223,1128323049,8,training,full,multi,Cine,TrainingSet,P191,cine_sax.mat,30,2.89362,344,344,256,246,10,26,47.88,1.5,41
MultiCoil/Cine/TrainingSet/FullSample/P191/cine_lvot.mat,56,2051798054,56,2114429037,163,62630821,62702212,8,training,full,multi,Cine,TrainingSet,P191,cine_lvot.mat,30,2.89362,340,304.038461538,208,168,1,30,39.24,1.43,46
MultiCoil/Cine/TrainingSet/FullSample/P192/cine_lax.mat,56,2114429188,56,2316721399,162,202292050,202476727,8,training,full,multi,Cine,TrainingSet,P192,cine_lax.mat,30,2.89362,340,273.214285714,224,168,3,25,39.96,1.46,51
MultiCoil/Cine/TrainingSet/FullSample/P192/cine_sax.mat,56,2316721400,56,2985989210,162,669267649,669935942,8,training,full,multi,Cine,TrainingSet,P192,cine_sax.mat,30,2.89362,344,225.75,256,162,9,36,47.88,1.5,44
MultiCoil/Cine/TrainingSet/FullSample/P192/cine_lvot.mat,56,2985989211,56,3048634612,163,62645239,62716485,8,training,full,multi,Cine,TrainingSet,P192,cine_lvot.mat,30,2.89362,340,304.038461538,208,168,1,26,39.24,1.43,46
MultiCoil/Cine/TrainingSet/FullSample/P193/cine_lax.mat,56,3048634763,56,3251030296,162,202395372,202580350,8,training,full,multi,Cine,TrainingSet,P193,cine_lax.mat,30,2.89362,340,255,224,168,3,21,43.8,1.57,48
MultiCoil/Cine/TrainingSet/FullSample/P193/cine_sax.mat,56,3251030297,56,3919934029,162,668903571,669573287,8,training,full,multi,Cine,TrainingSet,P193,cine_sax.mat,30,2.89362,344,247.25,256,162,9,20,47.88,1.5,44
MultiCoil/Cine/TrainingSet/FullSample/P193/cine_lvot.mat,56,3919934030,56,3982690388,163,62756196,62827511,8,training,full,multi,Cine,TrainingSet,P193,cine_lvot.mat,30,2.89362,340,304.038461538,208,168,1,23,39.24,1.43,46
MultiCoil/Cine/TrainingSet/FullSample/P194/cine_lax.mat,56,3982690539,56,4228682062,162,245991362,246237454,8,training,full,multi,Cine,TrainingSet,P194,cine_lax.mat,30,2.89362,340,327.857142857,224,204,3,25,43.56,1.55,48
MultiCoil/Cine/TrainingSet/FullSample/P194/cine_sax.mat,56,4228682063,57,529054904,162,595339976,595937722,8,training,full,multi,Cine,TrainingSet,P194,cine_sax.mat,30,2.89362,344,258,256,162,8,22,47.88,1.5,44
MultiCoil/Cine/TrainingSet/FullSample/P194/cine_lvot.mat,57,529054905,57,591715626,163,62660559,62731807,8,training,full,multi,Cine,TrainingSet,P194,cine_lvot.mat,30,2.89362,340,304.038461538,208,168,1,27,39.24,1.43,46
MultiCoil/Cine/TrainingSet/FullSample/P195/cine_lax.mat,57,591715777,57,837915607,162,246199669,246446005,8,training,full,multi,Cine,TrainingSet,P195,cine_lax.mat,30,2.89362,340,309.642857143,224,204,3,22,43.8,1.57,48
MultiCoil/Cine/TrainingSet/FullSample/P195/cine_sax.mat,57,837915608,57,2078352113,162,1240436344,1241539536,8,training,full,multi,Cine,TrainingSet,P195,cine_sax.mat,30,2.89362,344,344,256,246,11,21,47.88,1.5,44
MultiCoil/Cine/TrainingSet/FullSample/P195/cine_lvot.mat,57,2078352114,57,2140938802,163,62586526,62657868,8,training,full,multi,Cine,TrainingSet,P195,cine_lvot.mat,30,2.89362,340,304.038461538,208,168,1,26,39.24,1.43,46
MultiCoil/Cine/TrainingSet/FullSample/P196/cine_lax.mat,57,2140938953,57,2343344795,162,202405681,202590366,8,training,full,multi,Cine,TrainingSet,P196,cine_lax.mat,30,2.89362,340,282.321428571,224,168,3,21,43.32,1.53,48
MultiCoil/Cine/TrainingSet/FullSample/P196/cine_sax.mat,57,2343344796,57,3358508195,162,1015163238,1016156012,8,training,full,multi,Cine,TrainingSet,P196,cine_sax.mat,30,2.89362,344,344,256,246,9,19,47.88,1.5,44
MultiCoil/Cine/TrainingSet/FullSample/P196/cine_lvot.mat,57,3358508196,57,3421084388,163,62576030,62647381,8,training,full,multi,Cine,TrainingSet,P196,cine_lvot.mat,30,2.89362,340,304.038461538,208,168,1,25,39.24,1.43,46
MultiCoil/Cine/TrainingSet/FullSample/P197/cine_lax.mat,57,3421084539,57,3666980774,162,245896074,246142420,8,training,full,multi,Cine,TrainingSet,P197,cine_lax.mat,30,2.89362,340,309.642857143,224,204,3,26,43.8,1.57,48
MultiCoil/Cine/TrainingSet/FullSample/P197/cine_sax.mat,57,3666980775,58,494952667,162,1122939027,1124063690,8,training,full,multi,Cine,TrainingSet,P197,cine_sax.mat,30,2.89362,344,311.75,256,204,12,23,47.88,1.5,44
MultiCoil/Cine/TrainingSet/FullSample/P197/cine_lvot.mat,58,494952668,58,557537792,163,62584962,62656432,8,training,full,multi,Cine,TrainingSet,P197,cine_lvot.mat,30,2.89362,340,304.038461538,208,168,1,28,39.24,1.43,46
MultiCoil/Cine/TrainingSet/FullSample/P198/cine_lax.mat,58,557537943,58,803704900,162,246166796,246413407,8,training,full,multi,Cine,TrainingSet,P198,cine_lax.mat,30,2.89362,340,309.642857143,224,204,3,22,43.8,1.57,48
MultiCoil/Cine/TrainingSet/FullSample/P198/cine_sax.mat,58,803704901,58,2045613677,162,1241908615,1243009588,8,training,full,multi,Cine,TrainingSet,P198,cine_sax.mat,30,2.89362,344,344,256,246,11,21,47.88,1.5,44
MultiCoil/Cine/TrainingSet/FullSample/P198/cine_lvot.mat,58,2045613678,58,2108319327,163,62705487,62776771,8,training,full,multi,Cine,TrainingSet,P198,cine_lvot.mat,30,2.89362,340,304.038461538,208,168,1,28,39.24,1.43,46
MultiCoil/Cine/TrainingSet/FullSample/P199/cine_lax.mat,58,2108319478,58,2354801897,162,246482258,246727970,8,training,full,multi,Cine,TrainingSet,P199,cine_lax.mat,30,2.89362,340,327.857142857,224,204,3,17,43.56,1.55,48
MultiCoil/Cine/TrainingSet/FullSample/P199/cine_sax.mat,58,2354801898,58,3595775674,162,1240973615,1242074201,8,training,full,multi,Cine,TrainingSet,P199,cine_sax.mat,30,2.89362,346,346,256,246,11,16,47.88,1.5,44
MultiCoil/Cine/TrainingSet/FullSample/P199/cine_lvot.mat,58,3595775675,58,3658349557,163,62573720,62645099,8,training,full,multi,Cine,TrainingSet,P199,cine_lvot.mat,30,2.89362,340,304.038461538,208,168,1,18,39.24,1.43,46
MultiCoil/Cine/TrainingSet/FullSample/P200/cine_lax.mat,58,3658349708,58,3860549987,162,202200118,202384720,8,training,full,multi,Cine,TrainingSet,P200,cine_lax.mat,30,2.89362,340,291.428571429,224,168,3,23,43.32,1.53,48
MultiCoil/Cine/TrainingSet/FullSample/P200/cine_sax.mat,58,3860549988,59,692861639,162,1127278786,1128401454,8,training,full,multi,Cine,TrainingSet,P200,cine_sax.mat,30,2.89362,344,344,256,246,10,21,47.88,1.5,44
MultiCoil/Cine/TrainingSet/FullSample/P200/cine_lvot.mat,59,692861640,59,755470551,163,62608749,62680141,8,training,full,multi,Cine,TrainingSet,P200,cine_lvot.mat,30,2.89362,340,304.038461538,208,168,1,25,39.24,1.43,46
MultiCoil/Mapping/TrainingSet/FullSample/P001/T1map.mat,90,1092206999,90,1307736745,162,215529585,215913451,8,training,full,multi,Mapping,TrainingSet,P001,T1map.mat,30,2.89362,360,306.5625,256,144,1,5,359.48,1.13,35
MultiCoil/Mapping/TrainingSet/FullSample/P001/T2map.mat,90,1307736746,90,1345538432,162,37801525,37918316,8,training,full,multi,Mapping,TrainingSet,P001,T2map.mat,30,2.89362,360,288.75,192,116,1,5,203.52,1.29,12
MultiCoil/Mapping/TrainingSet/FullSample/P002/T1map.mat,90,1345538586,90,1604792002,162,259253255,259715856,8,training,full,multi,Mapping,TrainingSet,P002,T1map.mat,30,2.89362,360,306.5625,256,144,1,6,359.48,1.13,35
MultiCoil/Mapping/TrainingSet/FullSample/P002/T2map.mat,90,1604792003,90,1650154924,162,45362760,45482578,8,training,full,multi,Mapping,TrainingSet,P002,T2map.mat,30,2.89362,380,304.791666667,192,116,1,6,202.66,1.29,12
MultiCoil/Mapping/TrainingSet/FullSample/P003/T1map.mat,90,1650155078,90,1909439675,162,259284436,259746613,8,training,full,multi,Mapping,TrainingSet,P003,T1map.mat,30,2.89362,360,306.5625,256,144,1,6,359.48,1.13,35
MultiCoil/Mapping/TrainingSet/FullSample/P003/T2map.mat,90,1909439676,90,1954820291,162,45380454,45500173,8,training,full,multi,Mapping,TrainingSet,P003,T2map.mat,30,2.89362,360,288.75,192,116,1,6,203.52,1.29,12
MultiCoil/Mapping/TrainingSet/FullSample/P004/T1map.mat,90,1954820445,90,2170349088,162,215528482,215911117,8,training,full,multi,Mapping,TrainingSet,P004,T1map.mat,30,2.89362,360,306.5625,256,144,1,5,359.48,1.13,35
MultiCoil/Mapping/TrainingSet/FullSample/P004/T2map.mat,90,2170349089,90,2208147006,162,37797756,37913967,8,training,full,multi,Mapping,TrainingSet,P004,T2map.mat,30,2.89362,360,288.75,192,116,1,5,203.52,1.29,12
MultiCoil/Mapping/TrainingSet/FullSample/P005/T1map.mat,90,2208147160,90,2467878447,162,259731126,260193229,8,training,full,multi,Mapping,TrainingSet,P005,T1map.mat,30,2.89362,360,306.5625,256,144,1,5,359.48,1.13,35
MultiCoil/Mapping/TrainingSet/FullSample/P005/T2map.mat,90,2467878448,90,2513276969,162,45398360,45518278,8,training,full,multi,Mapping,TrainingSet,P005,T2map.mat,30,2.89362,360,288.75,192,116,1,5,203.52,1.29,12
MultiCoil/Mapping/TrainingSet/FullSample/P006/T1map.mat,90,2513277123,90,2772672721,162,259395437,259857267,8,training,full,multi,Mapping,TrainingSet,P006,T1map.mat,30,2.89362,360,306.5625,256,144,1,6,359.48,1.13,35
MultiCoil/Mapping/TrainingSet/FullSample/P006/T2map.mat,90,2772672722,90,2818046716,162,45373833,45493644,8,training,full,multi,Mapping,TrainingSet,P006,T2map.mat,30,2.89362,360,288.75,192,116,1,6,203.52,1.29,12
MultiCoil/Mapping/TrainingSet/FullSample/P007/T1map.mat,90,2818046870,90,3033501626,162,215454595,215839243,8,training,full,multi,Mapping,TrainingSet,P007,T1map.mat,30,2.89362,360,306.5625,256,144,1,5,359.48,1.13,35
MultiCoil/Mapping/TrainingSet/FullSample/P007/T2map.mat,90,3033501627,90,3071289121,162,37787333,37904305,8,training,full,multi,Mapping,TrainingSet,P007,T2map.mat,30,2.89362,360,288.75,192,116,1,5,203.52,1.29,12
MultiCoil/Mapping/TrainingSet/FullSample/P009/T1map.mat,90,3071289275,90,3286868006,162,215578570,215961319,8,training,full,multi,Mapping,TrainingSet,P009,T1map.mat,30,2.89362,360,306.5625,256,144,1,5,359.48,1.13,35
MultiCoil/Mapping/TrainingSet/FullSample/P009/T2map.mat,90,3286868007,90,3324666857,162,37798689,37915311,8,training,full,multi,Mapping,TrainingSet,P009,T2map.mat,30,2.89362,360,288.75,192,116,1,5,203.52,1.29,12
MultiCoil/Mapping/TrainingSet/FullSample/P010/T1map.mat,90,3324667011,90,3540552953,162,215885781,216270066,8,training,full,multi,Mapping,TrainingSet,P010,T1map.mat,30,2.89362,360,306.5625,256,144,1,5,359.48,1.13,35
MultiCoil/Mapping/TrainingSet/FullSample/P010/T2map.mat,90,3540552954,90,3578397801,162,37844686,37961558,8,training,full,multi,Mapping,TrainingSet,P010,T2map.mat,30,2.89362,360,288.75,192,116,1,5,203.52,1.29,12
MultiCoil/Mapping/TrainingSet/FullSample/P011/T1map.mat,90,3578397955,90,3837727516,162,259329400,259791287,8,training,full,multi,Mapping,TrainingSet,P011,T1map.mat,30,2.89362,360,306.5625,256,144,1,7,359.48,1.13,35
